player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Elijah Simmons,98915,DI,TB,9,1,0,,1,0,30,0,0,,60.1,24.8,67.0,59.9,43.2,0,3,0,0,,16.7,1,0,1,0.0,0,0,0,0,0,0,91,91,36,53,0,2,0,0,35,56,0,2,4,1,0,3,0,0,0,
DeMarvin Leal,98919,ED,PIT,3,2,0,,0,0,25,0,0,60.6,57.8,74.5,52.7,61.2,74.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,2,20,18,0,0,18,0,0,2,10,8,1,0,1,0,0,0,0,0,0,
Byron Young,98923,DI,PHI,17,15,0,,0,0,24,1,0,63.1,49.0,45.9,57.6,48.0,59.8,2,6,0,0,,7.9,3,0,2,0.0,0,3,0,0,0,0,338,338,37,256,5,40,0,0,141,197,0,13,20,1,0,11,0,0,0,
Justin Eboigbe,98925,DI,LAC,17,5,0,,0,0,27,0,0,60.6,58.6,86.4,57.1,57.3,67.0,4,11,0,0,,3.6,1,0,0,0.0,0,6,0,0,0,5,407,407,13,209,67,118,0,0,233,169,0,21,22,1,0,21,0,0,0,
Eric Gregory,98930,DI,NE,6,4,0,,0,0,19,0,0,58.2,68.6,81.8,61.5,68.6,52.8,0,3,0,0,,18.2,2,0,0,0.0,0,0,0,0,0,2,126,126,30,84,4,8,0,0,51,73,0,2,5,0,0,3,0,0,0,
Travon Walker,98940,ED,JAX,14,12,1,100.0,0,0,15,0,0,51.1,67.7,76.7,68.2,64.2,68.7,9,29,0,0,14,7.9,3,0,1,118.8,3,4,0,3,0,27,526,521,0,17,434,70,1,5,345,154,1,18,23,5,3,42,0,39,31,13.0
Zion Logue,98944,DI,BUF,3,0,1,0.0,0,0,4,0,0,62.5,53.6,78.5,58.4,46.2,69.6,0,0,0,0,,0.0,0,0,0,39.6,0,1,0,0,0,1,59,59,6,50,0,3,0,0,37,21,0,1,1,0,1,1,0,0,0,
Darius Robinson,98946,DI,ARZ,15,15,0,,0,0,1,1,0,60.0,30.1,59.1,44.3,30.1,52.9,1,8,0,0,,12.2,6,0,2,0.0,0,1,0,1,0,0,507,506,3,151,122,230,0,1,260,247,0,15,28,3,0,10,0,0,0,
Isaiah McGuire,98948,ED,CLV,17,10,0,100.0,0,1,8,0,0,59.3,73.7,89.8,63.1,75.5,70.0,6,20,0,0,12,14.3,5,0,0,116.7,1,3,0,0,0,14,428,428,0,4,415,9,0,0,239,175,0,17,20,8,1,29,0,12,7,12.0
Henry To'oTo'o,98982,LB,HST,17,25,0,73.1,0,0,13,1,0,54.6,62.4,59.6,81.8,66.9,32.2,1,12,0,0,60,18.9,21,2,3,109.2,49,3,0,697,3,475,818,15,0,0,15,0,2,803,35,308,101,36,65,7,67,16,3,503,388,10.3
Christian Harris,98996,LB,HST,7,3,0,80.0,0,0,13,0,0,53.8,54.8,0.0,56.6,64.8,60.8,0,0,0,0,9,10.0,1,0,1,85.0,4,0,0,84,0,45,93,0,0,0,0,0,1,93,2,46,7,1,6,0,5,0,0,22,20,5.5
Owen Pappoe,99006,LB,ARZ,3,2,0,75.0,0,0,1,0,0,70.3,64.1,78.4,56.6,54.6,82.8,0,0,0,0,16,0.0,0,2,0,97.9,6,0,0,80,0,43,96,9,0,0,9,0,1,87,2,51,6,3,12,0,8,0,0,64,27,10.7
Nolan Smith,99014,ED,PHI,12,10,0,83.3,0,1,24,0,0,59.4,68.0,54.2,67.5,66.9,69.4,7,24,0,0,18,6.3,2,0,2,101.4,5,2,0,3,0,38,452,440,0,4,416,20,0,12,226,188,8,17,20,1,6,33,0,50,40,10.0
Jermaine Johnson,99015,ED,NYJ,14,17,0,50.0,0,0,22,0,0,66.8,61.1,78.6,59.4,58.4,44.8,4,28,0,0,10,14.0,7,0,1,64.6,1,3,0,4,1,11,678,673,0,9,656,8,0,5,392,275,0,18,26,3,2,35,0,10,5,10.0
Nakobe Dean,99018,LB,PHI,9,10,0,65.4,0,1,24,0,0,62.0,62.0,82.9,92.3,43.4,52.0,2,4,0,0,60,15.6,10,1,2,88.8,17,4,0,388,1,217,403,2,0,0,2,0,0,401,30,156,12,23,44,3,26,10,0,201,128,11.8
Sam Williams,99106,ED,DAL,17,9,1,0.0,1,1,9,1,0,85.0,57.5,22.1,55.0,54.7,52.7,3,20,0,0,,12.8,5,1,5,39.6,0,1,0,12,0,20,474,462,0,7,435,20,0,12,270,184,0,21,25,5,2,24,0,0,0,
Tyler Owens,99271,S,WAS,6,1,0,100.0,0,0,32,0,0,41.5,48.5,76.3,52.9,71.3,78.2,0,0,0,0,26,0.0,0,0,0,158.3,3,0,0,20,6,35,66,9,0,0,9,0,2,57,5,26,29,2,4,0,3,0,2,46,19,15.3
T'Vondre Sweat,99321,DI,TEN,12,13,1,,0,0,31,0,0,60.0,83.3,68.1,74.1,79.2,59.0,2,14,0,0,,5.6,2,0,1,0.0,0,2,0,0,0,0,380,380,75,296,0,9,0,0,200,180,0,13,21,1,0,18,0,0,0,
Jordan Jefferson,99325,DI,CIN,2,1,0,,0,0,7,0,0,,27.8,0.0,54.8,29.9,67.3,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,25,25,2,23,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,
Gabe Hall,99350,DI,PHI,2,0,0,,0,0,24,0,0,,28.6,72.9,54.3,29.8,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,13,13,0,4,1,8,0,0,5,8,0,0,0,0,0,0,0,0,0,
Dee Winters,99376,LB,SF,17,12,0,83.7,1,1,28,0,0,62.0,60.4,31.5,54.2,62.6,50.0,4,7,1,1,24,14.0,16,3,3,104.2,77,0,0,754,9,562,993,90,0,0,90,0,2,903,63,368,138,43,86,9,92,11,5,528,392,6.9
Tykee Smith,99500,S,TB,16,22,3,71.1,1,0,30,2,0,56.8,65.8,85.7,87.9,72.6,68.9,2,3,0,1,63,10.4,11,6,1,118.5,27,2,0,318,23,580,892,53,0,0,53,0,390,839,34,278,108,24,73,4,38,7,3,382,190,14.1
Darien Porter,99553,CB,LV,14,6,0,61.3,2,0,23,1,0,52.2,54.4,86.7,,59.5,48.6,0,0,0,0,44,16.3,7,3,4,87.6,19,0,0,58,526,319,607,21,0,0,21,0,0,586,0,288,2,4,30,0,31,0,0,256,58,13.5
Garrett Williams,99723,CB,ARZ,10,5,0,72.2,0,1,1,0,0,64.2,62.5,83.0,48.5,56.1,29.1,0,3,0,1,67,22.2,12,3,2,132.9,26,0,0,119,173,322,553,0,0,0,0,0,2,553,9,222,259,11,37,1,36,3,6,368,187,14.2
Demetrius Knight Jr.,99728,LB,CIN,17,22,1,77.4,1,0,7,0,0,45.2,40.4,89.0,63.3,34.7,47.3,2,5,0,2,39,14.8,16,3,2,115.7,48,4,0,539,2,422,798,200,0,0,200,0,0,598,51,325,57,29,70,2,62,11,5,531,406,11.1
Jarvis Brownlee Jr.,99734,CB,NYJ,9,8,0,77.3,1,1,22,0,0,49.5,50.8,0.0,47.1,78.3,73.8,0,0,0,0,26,8.8,5,1,9,108.9,34,0,0,50,170,257,407,9,0,0,9,0,0,398,6,144,178,25,44,3,44,0,2,288,165,8.5
SirVocea Dennis,99767,LB,TB,16,21,2,90.0,0,0,30,0,0,30.5,49.1,83.6,73.6,68.2,55.4,5,10,0,1,50,12.4,14,1,0,114.9,54,4,0,826,7,522,910,31,0,0,31,0,2,879,81,307,44,43,78,8,60,19,2,635,434,11.8
Ruke Orhorhoro,99768,DI,ATL,17,6,1,,0,0,2,0,0,59.5,37.2,62.3,53.6,30.1,47.6,3,23,0,0,,14.3,3,0,2,0.0,0,4,0,2,0,1,599,597,7,409,26,155,0,2,390,208,0,14,12,2,0,30,0,0,0,
Renardo Green,99773,CB,SF,14,6,0,52.9,3,0,28,0,0,52.9,53.7,63.7,,57.9,76.5,0,0,0,0,40,4.7,3,7,6,82.6,36,0,0,56,739,501,815,12,0,0,12,0,0,803,0,314,8,10,55,0,68,0,2,434,107,12.1
Derrick McLendon II,99810,ED,MIA,1,0,0,,0,0,17,0,0,,52.4,76.1,58.5,51.9,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,19,19,0,0,18,1,0,0,9,10,0,0,0,0,0,0,0,0,0,
Calijah Kancey,99822,DI,TB,3,0,0,,0,0,30,0,0,60.0,44.2,79.5,51.0,48.8,26.3,1,7,0,0,,50.0,1,0,0,0.0,0,0,0,1,0,0,97,96,0,42,0,54,0,1,70,27,0,1,1,1,0,8,0,0,0,
Kyu Blu Kelly,100375,CB,LV,12,2,0,69.4,0,0,23,1,0,48.4,51.9,87.5,,63.9,68.7,0,0,0,3,60,10.0,4,3,3,106.7,34,0,0,31,521,354,579,25,0,0,25,0,0,554,0,225,2,9,34,0,49,0,4,530,133,15.6
Trikweze Bridges,100378,CB,DAL,10,2,0,57.1,0,0,9,0,0,48.6,49.3,82.8,43.1,58.8,54.0,0,0,0,1,42,12.0,3,1,0,107.7,16,0,0,17,218,168,248,0,0,0,0,0,1,248,0,80,12,8,20,0,28,0,3,250,41,15.6
D.J. James,100379,CB,NE,1,0,0,100.0,0,0,19,0,0,46.1,44.2,68.3,,,71.4,0,0,0,0,11,0.0,0,0,0,112.5,1,0,0,0,1,2,2,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,11,1,11.0
Carl Jones Jr.,100406,LB,BLT,1,0,0,,0,0,3,0,0,60.0,61.2,60.0,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Nahshon Wright,100412,CB,CHI,17,11,0,63.9,2,2,6,3,0,63.4,65.1,49.9,60.0,72.6,59.9,1,0,1,5,44,12.6,11,6,7,94.7,53,0,0,54,937,617,1040,20,0,0,20,0,0,1020,1,422,29,24,65,4,83,1,7,725,200,13.7
Brandon Dorlus,100452,DI,ATL,15,7,0,100.0,0,0,2,0,0,55.8,63.5,86.6,62.1,61.6,30.4,1,16,0,0,-1,25.0,6,0,0,79.2,1,9,0,2,0,1,465,463,4,209,62,188,0,2,314,150,0,18,11,4,1,26,0,-1,5,-1.0
Laiatu Latu,100551,ED,IND,16,8,1,100.0,1,1,14,0,0,88.3,84.1,50.6,77.0,72.4,61.6,9,41,0,3,14,14.0,6,0,4,72.1,5,11,0,14,0,65,755,741,0,19,704,18,0,14,437,253,0,27,29,6,5,61,0,54,27,10.8
Jamal Hill,100609,LB,HST,1,0,0,,0,0,13,0,0,60.0,49.0,65.4,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,1,3,0,0,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,
Craig Woodson,100612,S,NE,17,17,0,78.8,0,0,19,2,0,56.1,63.8,87.6,63.4,78.5,73.4,1,5,0,0,23,12.0,10,2,1,135.2,26,0,0,257,15,568,949,10,0,0,10,0,543,939,28,353,124,20,56,4,33,6,6,229,81,8.8
Sauce Gardner,100903,CB,IND,11,4,0,48.6,1,0,14,0,0,75.6,76.9,54.3,39.6,84.6,81.4,0,1,0,0,43,5.7,2,8,5,87.9,17,0,0,41,537,343,606,5,0,0,5,0,0,601,6,257,23,7,29,0,35,1,2,221,66,13.0
Ja'Quan McMillian,100931,CB,DEN,17,8,1,69.3,0,2,10,0,0,75.0,78.3,85.8,82.9,72.3,75.6,1,3,1,2,61,8.5,5,3,2,85.6,52,4,0,47,17,534,742,8,0,0,8,0,2,734,39,169,668,26,46,1,75,8,2,503,238,9.7
JL Skinner,101311,S,DEN,8,0,0,0.0,0,0,10,0,0,42.8,42.1,76.4,,61.6,,0,0,0,0,,,0,0,1,39.6,0,0,0,8,2,22,34,4,0,0,4,0,14,30,0,12,6,0,0,0,1,0,0,0,0,
Jerrick Reed II,101322,S,TEN,3,1,0,100.0,0,0,31,0,0,59.1,53.5,75.3,,45.8,61.0,0,0,0,0,11,14.3,1,0,0,100.0,3,0,0,12,1,43,74,2,0,0,2,0,58,72,0,31,1,1,5,0,3,0,0,24,-1,8.0
Joey Porter Jr.,101364,CB,PIT,14,5,0,48.3,3,0,25,0,0,74.1,67.6,41.9,59.5,39.4,54.3,0,1,0,1,21,13.8,8,11,9,56.2,29,1,0,89,761,562,894,3,0,0,3,0,0,891,2,330,41,11,45,0,60,2,0,299,81,10.3
DJ Turner II,101376,CB,CIN,17,7,0,46.8,1,2,7,1,0,78.1,73.3,88.9,,37.8,60.5,0,0,0,2,39,11.1,5,13,3,77.3,29,0,0,34,900,580,974,0,0,0,0,0,0,974,0,394,40,5,33,2,62,0,4,419,102,14.4
Deonte Banks,101384,CB,NYG,14,2,1,81.3,3,0,21,0,0,45.0,42.4,46.2,67.3,36.7,52.3,0,0,0,0,36,11.8,4,1,7,149.7,26,0,0,34,390,282,459,10,0,0,10,0,1,449,1,176,24,9,28,2,32,0,4,334,58,12.8
Devon Witherspoon,101388,CB,SEA,12,14,0,78.0,0,0,29,1,0,84.6,89.9,85.4,91.8,86.7,76.9,3,7,0,1,48,6.8,5,4,2,99.8,46,0,0,98,366,447,720,11,0,0,11,0,8,709,21,252,237,30,54,2,59,10,2,409,218,8.9
Dane Belton,101398,S,NYG,17,28,0,68.4,0,2,21,0,0,59.9,62.5,56.5,52.5,71.1,90.6,0,1,0,1,51,4.0,4,4,3,102.5,26,1,0,272,17,444,705,14,0,0,14,0,278,691,18,243,124,16,67,1,38,2,3,256,115,9.8
Logan Lee,101416,DI,PIT,7,0,2,,0,0,25,0,0,,54.9,77.6,68.4,45.4,26.3,1,2,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,0,47,47,2,16,5,24,0,0,24,23,0,0,1,0,0,3,0,0,0,
Mazi Smith,101419,DI,NYJ,8,2,0,,0,0,22,0,0,59.9,40.0,81.7,57.8,34.4,27.6,0,2,0,0,,20.0,1,0,0,0.0,0,0,0,0,0,0,143,143,7,125,0,11,0,0,69,74,0,2,2,0,0,2,0,0,0,
David Ojabo,101420,ED,BLT,14,5,0,,0,0,3,0,0,63.6,53.7,83.9,52.4,54.5,54.6,2,3,0,0,,13.3,2,0,0,0.0,0,1,0,2,0,2,197,194,0,0,187,7,0,3,90,105,0,4,8,0,0,6,0,0,0,
Mike Morris,101421,DI,SEA,15,2,1,,0,0,29,0,0,53.9,61.7,47.3,60.7,65.3,36.2,2,6,0,0,,16.7,2,0,1,0.0,0,0,0,1,0,7,164,163,0,48,81,34,0,1,89,68,0,7,8,2,0,8,0,0,0,
Sam Okuayinonu,101425,ED,SF,15,4,0,0.0,0,1,28,0,0,80.3,61.1,79.6,58.9,51.2,54.0,4,21,0,0,,15.0,6,0,1,39.6,0,3,0,1,0,13,574,573,0,12,499,62,0,1,343,218,0,22,30,3,1,28,0,0,0,
Ty Robinson,101446,DI,PHI,9,3,1,,0,0,24,0,0,,52.4,79.9,51.3,55.2,26.3,1,1,0,0,,28.6,2,0,0,0.0,0,0,0,0,0,0,104,104,1,72,3,28,0,0,47,57,0,2,2,0,0,2,0,0,0,
Leo Chenal,101463,LB,KC,14,15,1,85.7,0,0,16,0,0,72.6,75.3,85.0,57.2,76.4,71.9,2,6,0,1,47,8.0,4,0,0,98.8,12,3,0,267,0,130,440,161,6,0,154,1,0,279,108,202,12,24,31,0,14,11,1,128,104,10.7
Maema Njongmeta,101465,LB,CAR,1,0,0,,0,0,5,0,0,44.1,34.9,67.1,60.0,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,5,0,3,5,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,
Tommy Eichenberg,101488,LB,LV,8,3,1,100.0,0,0,23,0,0,53.8,58.2,79.7,64.3,62.1,82.8,0,0,0,0,9,0.0,0,0,0,89.2,5,0,0,54,0,45,89,27,0,0,27,0,0,62,6,38,8,3,8,1,5,0,0,27,17,5.4
Jack Campbell,101515,LB,DET,17,48,0,73.8,0,3,11,2,0,71.7,90.3,68.6,75.7,93.0,81.5,2,10,0,0,42,7.0,12,2,2,112.2,45,5,0,989,21,608,1096,39,0,0,39,0,1,1057,78,410,46,69,111,5,61,17,4,392,287,8.7
Keeanu Benton,101536,DI,PIT,17,12,1,,0,0,25,0,0,60.4,58.7,78.8,72.0,44.2,39.7,6,19,0,0,,12.3,7,0,1,0.0,0,6,0,0,0,4,747,747,216,496,5,30,0,0,444,299,0,32,38,3,0,31,0,0,0,
John Bullock,101601,LB,TB,2,0,0,,0,0,30,0,0,,68.1,99.9,,63.3,,0,0,0,0,,,0,0,0,0.0,0,0,0,5,0,0,6,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,
Jaquan Brisker,101665,S,CHI,17,26,2,75.6,1,0,6,0,0,51.2,60.5,36.0,73.2,73.7,79.1,2,8,0,1,45,6.8,7,4,4,118.1,31,1,0,370,22,572,1071,142,0,0,142,0,441,929,63,436,96,21,70,0,41,11,4,302,103,9.7
Alijah Huzzie,101807,CB,HST,1,0,0,100.0,0,0,13,0,0,91.1,90.6,73.0,57.2,74.1,79.0,0,0,0,1,4,0.0,0,0,0,43.8,2,0,0,3,0,12,23,0,0,0,0,0,1,23,1,10,18,3,3,0,2,0,0,8,6,4.0
Jared Verse,101912,ED,LA,17,19,0,100.0,0,3,26,0,0,91.0,83.9,79.4,82.2,62.0,42.4,20,52,0,0,13,17.6,12,0,1,118.8,2,8,0,40,1,17,856,812,0,0,812,0,0,44,523,316,3,35,37,4,2,80,0,26,11,13.0
Isaiah Land,102108,ED,DAL,1,0,0,,0,0,9,0,0,,56.2,70.3,56.6,60.0,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,2,1,0,0,0,0,0,1,0,0,0,
Xavier Smith,102585,WR,LA,1,0,0,,1,0,26,0,0,71.0,72.2,60.0,,,71.4,0,0,0,0,,0.0,0,0,3,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,
Kyle Hamilton,102684,S,BLT,16,26,2,71.2,1,2,3,0,0,84.3,86.3,21.1,91.5,78.8,76.7,3,8,0,0,42,7.1,8,4,6,112.6,37,1,0,355,24,590,1003,164,0,0,164,0,162,839,69,344,298,33,79,8,52,12,3,399,249,10.8
Howard Cross III,102726,DI,CIN,4,1,0,,0,0,7,1,0,,48.1,77.9,54.8,48.4,70.1,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,50,50,0,50,0,0,0,0,29,21,0,1,3,0,0,1,0,0,0,
Isaiah Foskey,102728,ED,CIN,3,1,0,,0,0,7,0,0,48.8,56.0,76.4,76.5,45.1,24.0,1,2,0,0,,66.7,2,0,0,0.0,0,0,0,0,0,1,34,34,0,0,34,0,0,0,21,12,0,0,0,0,0,3,0,0,0,
JD Bertrand,102787,LB,ATL,7,12,0,76.5,0,0,2,0,0,34.9,41.7,79.2,74.6,53.4,64.1,0,1,0,0,18,9.4,3,1,0,138.4,13,0,0,170,1,86,196,3,0,0,3,0,0,193,5,105,22,8,17,1,17,1,2,136,101,10.5
Marist Liufau,102789,LB,DAL,17,2,0,93.3,0,1,9,0,0,28.5,40.7,24.0,56.5,68.9,28.5,1,4,0,0,36,28.0,7,0,1,135.3,14,1,0,117,0,67,200,40,0,0,40,0,0,160,19,114,43,4,16,0,15,6,1,167,112,11.9
Cam Hart,102955,CB,LAC,16,8,0,60.7,0,0,27,0,0,61.0,60.8,86.3,76.8,52.7,49.0,1,2,0,1,45,13.7,7,10,3,104.9,37,0,0,69,542,414,640,5,0,0,5,0,1,635,3,223,23,6,36,0,61,3,4,545,147,14.7
Jarius Monroe,103580,S,NYJ,2,0,0,,0,0,22,0,0,45.0,44.5,99.9,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,1,3,4,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,
Xavier Gipson,104136,WR,NYG,1,0,0,,0,0,21,0,0,,59.9,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Kei'Trel Clark,104163,CB,ARZ,10,0,0,75.0,0,0,1,0,0,54.1,56.1,82.2,,63.9,39.1,0,0,0,0,38,20.0,4,2,1,131.5,12,0,0,14,184,121,201,0,0,0,0,0,1,201,0,80,2,6,16,1,16,0,1,177,33,14.8
PJ Jules,104232,S,CIN,1,1,0,,0,0,7,0,0,61.0,73.3,66.1,,69.8,76.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,4,0,2,8,0,0,0,0,0,4,8,0,6,0,0,1,0,0,0,0,0,0,
Branson Combs,105001,LB,JAX,4,0,0,100.0,0,0,15,0,0,59.0,54.0,73.4,52.8,54.7,71.4,0,0,0,0,8,0.0,0,0,0,93.8,2,0,0,23,0,19,28,1,0,0,1,0,0,27,4,5,4,0,1,0,2,0,0,13,2,6.5
Chris Edmonds,105737,S,CLV,4,0,0,,0,0,8,0,0,60.0,63.7,64.6,,60.6,,0,0,0,0,,,0,0,0,0.0,0,0,0,8,0,1,8,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,
Jalyx Hunt,105989,ED,PHI,17,14,0,37.5,0,2,24,1,0,79.6,68.6,76.5,65.9,59.0,53.6,17,31,1,3,8,14.3,8,0,2,6.3,3,7,0,2,0,64,694,664,0,8,600,56,0,30,346,284,27,27,34,4,8,55,0,18,17,6.0
Isaiah Johnson,106073,CB,MIA,1,0,0,,0,0,17,0,0,,60.0,65.2,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,0,3,1,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,
Brandon Codrington,106248,CB,BUF,1,0,0,,0,0,4,0,0,66.0,66.3,70.9,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,8,10,0,0,0,0,0,0,10,0,2,10,0,0,0,0,0,0,0,0,
Truman Jones,106527,ED,TEN,9,3,0,,0,0,31,0,0,62.2,58.2,81.2,54.9,60.2,64.1,0,3,0,0,,11.1,1,0,0,0.0,0,2,0,0,0,2,104,104,0,0,104,0,0,0,65,37,0,5,5,1,0,5,0,0,0,
Dom Jones,106697,CB,CLV,6,0,0,71.4,0,0,8,0,0,45.8,51.2,76.4,,68.6,77.6,0,0,0,0,39,0.0,0,0,0,136.3,5,0,0,5,44,25,49,0,0,0,0,0,0,49,0,24,0,0,4,0,7,0,2,59,6,11.8
Joe Andreessen,108177,LB,BUF,9,3,0,80.0,0,0,4,0,0,52.4,68.1,77.4,75.2,74.6,34.1,2,0,0,0,13,22.2,4,0,0,81.7,4,0,0,88,0,41,96,3,0,0,3,0,0,93,5,50,4,5,11,2,5,2,0,18,5,4.5
Rodney Thomas II,108389,S,IND,17,2,0,80.0,0,0,14,0,0,69.5,73.5,82.8,64.7,69.0,88.9,1,0,0,0,22,0.0,0,0,0,100.8,4,0,0,17,0,126,150,0,0,0,0,0,125,150,3,21,8,1,8,1,5,1,0,41,22,10.3
Michael Hoecht,108840,ED,BUF,2,1,1,,0,1,4,0,0,62.2,59.2,3.2,71.6,43.2,39.2,0,5,0,0,,33.3,1,0,1,0.0,0,3,0,7,0,2,64,57,0,0,57,0,0,7,44,18,0,2,1,0,0,8,0,0,0,
Dee Alford,110542,CB,ATL,15,2,1,65.4,1,1,2,1,0,56.5,52.9,84.7,60.4,35.0,54.1,1,6,0,3,58,14.7,10,3,5,77.1,51,2,0,64,143,373,581,7,0,0,7,0,1,574,23,185,366,24,56,4,78,9,2,524,209,10.3
D'Anthony Bell,111578,S,CAR,11,2,0,75.0,0,0,5,0,0,69.1,75.0,75.8,76.0,68.4,65.0,0,0,0,0,12,20.0,2,0,0,90.6,3,1,0,35,1,54,96,4,0,0,4,0,40,92,2,40,16,5,6,1,4,1,0,25,21,8.3
Darrell Luter Jr.,121428,CB,SF,7,4,0,62.5,2,0,28,0,0,55.4,60.7,83.9,,82.3,58.1,0,0,0,0,38,12.5,3,1,3,112.0,10,0,0,16,251,181,271,3,0,0,3,0,0,268,0,90,1,3,17,0,16,0,1,142,17,14.2
Natrone Brooks,121449,CB,ATL,5,0,0,66.7,0,0,2,0,0,54.8,58.7,77.3,,73.3,50.2,0,0,0,0,36,16.7,1,2,0,146.5,6,0,0,9,60,53,75,0,0,0,0,0,4,75,0,22,2,2,5,1,9,0,1,112,18,18.7
Mac McWilliams,121497,CB,PHI,2,0,0,50.0,0,0,24,0,0,29.9,36.9,73.4,,66.9,23.2,0,0,0,0,2,100.0,1,0,1,95.8,1,0,0,4,7,16,28,1,0,0,1,0,0,27,0,12,16,0,0,0,2,0,1,2,0,2.0
Rasheen Ali,121717,HB,BLT,1,0,0,,0,0,3,0,0,,60.0,60.0,60.0,,,0,1,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,
Cam'Ron Jackson,121769,DI,CAR,9,4,0,,0,0,5,0,0,54.7,45.5,80.4,58.0,45.4,28.4,0,2,0,0,,20.0,2,0,0,0.0,0,0,0,0,0,2,85,85,45,40,0,0,0,0,25,58,0,4,4,0,0,2,0,0,0,
Upton Stout,121906,CB,SF,16,14,0,76.3,1,1,28,0,0,57.5,61.5,54.1,71.5,70.5,69.8,2,7,0,0,34,13.2,12,5,8,101.5,58,1,0,57,0,385,592,22,0,0,22,0,0,570,39,168,513,26,65,3,76,10,1,574,285,9.9
Zion Childress,121963,S,DAL,1,0,0,,0,0,9,0,0,60.8,61.4,68.4,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,3,5,0,0,0,0,0,4,5,0,2,0,0,0,0,0,0,0,0,0,
Tyrice Knight,122025,LB,SEA,11,18,0,96.0,0,2,29,0,0,61.4,76.3,82.6,94.2,68.9,54.7,0,2,0,0,65,12.1,7,0,0,106.7,24,2,0,241,1,167,307,34,0,0,34,0,0,273,20,120,31,21,33,3,25,4,0,240,181,10.0
Tyler Batty,122052,ED,MIN,6,0,0,,0,0,18,0,0,,68.7,78.1,53.2,70.4,29.8,0,0,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,42,41,1,0,30,10,0,1,10,32,0,2,2,2,0,0,0,0,0,
Bryan Bresee,122142,DI,NO,15,8,3,,0,1,20,0,0,63.5,52.9,55.9,62.5,46.2,27.3,5,22,0,0,,23.1,9,0,3,0.0,0,3,0,0,0,2,667,667,16,368,92,191,0,0,371,294,0,18,22,3,0,30,0,0,0,
R.J. Mickens,122153,S,LAC,10,8,0,44.4,0,0,27,0,0,73.4,70.0,84.9,59.1,50.5,55.8,0,0,0,2,11,18.8,6,0,0,12.5,4,0,0,63,1,219,328,2,0,0,2,0,237,326,1,108,25,3,18,0,9,0,0,28,12,7.0
Myles Murphy,122154,ED,CIN,17,6,2,100.0,1,0,7,1,0,53.8,64.1,57.3,63.6,64.6,57.1,4,31,0,0,9,12.5,6,0,3,104.2,1,6,0,5,0,11,682,677,0,14,625,38,0,5,392,279,0,29,36,2,1,41,0,9,3,9.0
