player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Nic Scourton,162878,ED,CAR,17,0,-2.0,100.0,14.8,19.0,19.0,1,0,0,0.0,5,81.0,68.1,78.5,60.7,63.3,43.7,0,6,45.5,5,0,1,81.9,3,61,412,9,6,3,0,11,17,0.2,3.7
James Pearce Jr.,163770,ED,ATL,17,0,1.0,80.0,8.6,8.5,6.8,0,0,1,20.0,2,41.4,56.1,53.1,64.2,51.2,51.0,0,19,50.0,2,1,3,115.0,4,34,394,11,2,5,0,58,54,1.7,14.5
Deone Walker,163783,DI,BUF,17,1,,,0.4,,,0,0,0,,4,56.5,57.5,72.8,71.5,49.2,51.7,0,,50.0,1,0,1,0.0,0,1,232,1,0,0,0,0,0,0.0,
Abdul Carter,164160,ED,NYG,17,4,9.0,100.0,6.3,14.5,14.5,2,0,0,0.0,21,68.1,74.7,25.5,84.5,54.4,29.7,0,27,27.3,3,0,7,118.8,2,34,541,4,4,2,0,38,20,1.3,19.0
Kevin Winston Jr.,164192,S,TEN,8,1,7.1,90.5,90.8,9.5,8.6,0,0,1,4.8,31,44.5,62.1,84.6,91.7,89.4,79.4,0,58,5.9,1,1,0,158.3,19,187,206,5,15,21,3,304,191,1.7,16.0
Levi Drake Rodriguez,165670,DI,MIN,16,0,,,1.7,,,0,0,0,,18,65.8,57.8,57.3,59.5,56.0,31.4,0,,50.0,2,0,2,0.0,0,3,178,3,2,0,0,0,0,0.0,
Caleb Murphy,169634,ED,NYG,8,0,0.5,100.0,7.1,3.0,3.0,0,0,0,0.0,21,61.0,49.2,81.2,55.0,41.6,76.3,0,9,50.0,1,0,0,93.8,2,7,99,1,1,2,0,13,12,2.2,6.5
Qwan'tez Stiggers,169764,CB,NYJ,6,1,16.2,56.5,99.4,11.3,6.4,2,0,4,17.4,22,47.1,53.6,81.6,58.7,79.1,67.0,0,31,9.1,1,4,5,81.1,13,157,158,1,9,23,0,176,50,1.2,13.5
Nick Whiteside,169772,CB,DET,3,0,13.0,20.0,100.0,38.0,7.6,0,0,3,60.0,11,88.3,83.0,76.4,,51.0,49.9,0,22,0.0,0,3,0,85.0,1,41,41,1,2,5,1,22,24,0.6,22.0
Trevor Nowaske,169859,ED,DET,9,0,16.0,100.0,37.9,20.0,20.0,0,0,0,0.0,11,64.3,64.9,80.9,57.1,68.2,57.4,0,19,0.0,0,0,0,118.8,1,22,58,2,1,1,0,19,3,1.0,19.0
